Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120220901004098","2023-09-23 11:10:26","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Business Bay","10000","10000","Free Hold","10","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","PRIME TOWER"
"0120220903000097","2023-09-23 09:11:40","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Hamriya","38000","38000","Non Free Hold","65","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220904000565","2023-09-23 15:03:08","2023-09-04 00:00:00","2024-09-03 00:00:00","Renewed","Al Bada","50400","50400","Non Free Hold","66.24","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220905002598","2023-09-23 10:28:51","2023-09-08 00:00:00","2024-09-07 00:00:00","Renewed","Al Muteena","26000","26000","Non Free Hold","736","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220906000367","2023-09-23 12:31:16","2023-08-22 00:00:00","2024-08-21 00:00:00","Renewed","Al Nahda Second","48400","48400","Non Free Hold","111.48","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220906002128","2023-09-23 12:57:02","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Raffa","30000","30000","Non Free Hold","35","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220906002571","2023-09-23 17:56:53","2023-09-08 00:00:00","2024-09-07 00:00:00","Renewed","Al Warsan First","27000","27000","Free Hold","37.58","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220906002571","2023-09-23 17:56:53","2023-09-08 00:00:00","2024-09-07 00:00:00","Renewed","Al Warsan First","27000","27000","Free Hold","37.58","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","","Lawnz Residence by Danube "
"0120220907002065","2023-09-23 12:00:26","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Muteena","53000","53000","Non Free Hold","74.32","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220907004210","2023-09-23 13:57:15","2023-09-08 00:00:00","2024-09-07 00:00:00","Renewed","Nadd Hessa","110000","110000","Free Hold","147.16","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120220907005411","2023-09-23 11:11:09","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Al Warsan First","28500","28500","Free Hold","37.6","Unit","Studio ","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","","Lawnz Residence by Danube "
"0120220907005411","2023-09-23 11:11:09","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Al Warsan First","28500","28500","Free Hold","37.6","Unit","Studio ","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220908000841","2023-09-23 12:10:00","2023-09-18 00:00:00","2024-09-17 00:00:00","Renewed","Al Hebiah Fourth","44000","44000","Free Hold","74.05","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220912005997","2023-09-23 11:25:09","2023-09-14 00:00:00","2024-06-11 00:00:00","Renewed","Jabal Ali First","55846.78","75000.01","Free Hold","113.55","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","VICTORIA RESIDENCY"
"0120220913000508","2023-09-23 11:22:25","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Warsan First","35000","35000","Free Hold","89.63","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220913002055","2023-09-23 10:52:14","2023-09-21 00:00:00","2024-09-20 00:00:00","Renewed","Al Warsan First","24000","24000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220914000657","2023-09-23 11:28:01","2023-09-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Warqa First","52500","52500","Non Free Hold","113.06","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220914005092","2023-09-23 12:31:04","2023-09-17 00:00:00","2024-09-16 00:00:00","Renewed","Al Mamzer","49500","49500","Non Free Hold","102.5","Unit","Flat","","Residential","Al Qiyadah Metro Station","","Dubai International Airport","","1","",""
"0120220915000100","2023-09-23 21:04:24","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Marsa Dubai","90000","90000","Free Hold","95.11","Unit","Flat","","Residential","Dubai Marina","Marina Mall","Burj Al Arab","","1","",""
"0120220915000962","2023-09-23 09:54:10","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Raffa","30000","30000","Non Free Hold","46.45","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220915004167","2023-09-23 12:35:10","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Al Hebiah Fourth","30450","30450","Free Hold","36.29","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","THE SPIRIT"
"0120220915005717","2023-09-23 19:32:04","2023-07-14 00:00:00","2024-09-13 00:00:00","Renewed","Al Warsan First","44000","37714.29","Free Hold","38","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220917000212","2023-09-23 11:09:19","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Al Barsha South Fourth","47300","47300","Free Hold","86.23","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","DEZIRE RESIDENCES"
"0120220917000355","2023-09-23 11:37:57","2023-10-05 00:00:00","2024-10-04 00:00:00","Renewed","Al Barsha First","95000","95000","Non Free Hold","132.25","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220917000535","2023-09-23 12:33:03","2023-09-24 00:00:00","2024-09-23 00:00:00","Renewed","Jumeirah First","186899","186899","Non Free Hold","234","Unit","Flat","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","","1","",""
"0120220917001051","2023-09-23 12:06:48","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Goze First","67000","67000","Non Free Hold","141","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120220918001143","2023-09-23 12:34:32","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Goze First","47000","47000","Non Free Hold","110","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120220918001152","2023-09-23 12:26:21","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Goze First","67000","67000","Non Free Hold","141","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120220919000210","2023-09-23 11:19:29","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Muteena","52800","52800","Non Free Hold","96.34","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220919000409","2023-09-23 10:38:04","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Jabal Ali First","60000","60000","Free Hold","102.24","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","AZIZI YASAMINE 4"
"0120220919000409","2023-09-23 10:38:04","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Jabal Ali First","60000","60000","Free Hold","102.24","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","AZIZI. FEIROUZ"
"0120220919000994","2023-09-23 17:32:54","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Warsan First","32000","32000","Free Hold","70","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220919002965","2023-09-23 10:11:50","2023-09-21 00:00:00","2024-09-20 00:00:00","Renewed","Ras Al Khor Industrial Third","38000","38000","Non Free Hold","35.8","Unit","Office","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220919003179","2023-09-23 19:52:54","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Hebiah Fifth","26000","26000","Free Hold","43.52","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM - AL RAMTH 2"
"0120220919003179","2023-09-23 19:52:54","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Hebiah Fifth","26000","26000","Free Hold","43.52","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120220919003179","2023-09-23 19:52:54","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Hebiah Fifth","26000","26000","Free Hold","43.52","Unit","Flat","","Residential","","","Motor City","","1","","Remraam - Al Ramth"
"0120220919003179","2023-09-23 19:52:54","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Hebiah Fifth","26000","26000","Free Hold","43.52","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120220919004105","2023-09-23 12:33:05","2023-09-22 00:00:00","2024-09-21 00:00:00","Renewed","Al Goze Fourth","60500","60500","Non Free Hold","112.81","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120220919004397","2023-09-23 18:26:37","2023-09-24 00:00:00","2024-09-23 00:00:00","Renewed","Al Warsan First","40000","40000","Free Hold","61.3","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220919004397","2023-09-23 18:26:37","2023-09-24 00:00:00","2024-09-23 00:00:00","Renewed","Al Warsan First","40000","40000","Free Hold","61.3","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","","Lawnz Residence by Danube "
"0120220920000556","2023-09-23 10:22:33","2023-09-20 00:00:00","2024-03-19 00:00:00","Renewed","Marsa Dubai","30000","60000","Free Hold","46.64","Unit","Flat","","Residential","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","","1","","EDEN BLUE"
"0120220920000556","2023-09-23 10:22:33","2023-09-20 00:00:00","2024-03-19 00:00:00","Renewed","Marsa Dubai","30000","60000","Free Hold","46.64","Unit","Flat","","Residential","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","","1","","Studio One"
"0120220920000617","2023-09-23 17:12:37","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Nadd Hessa","38500","38500","Free Hold","79.23","Unit","Flat","","Residential","","","","","1","",""
"0120220920002500","2023-09-23 10:02:37","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Ras Al Khor Industrial Third","38000","38000","Non Free Hold","42.6","Unit","Office","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220920003774","2023-09-23 12:33:01","2023-09-27 00:00:00","2024-09-26 00:00:00","Renewed","Al Baraha","39600","39600","Non Free Hold","88.35","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220920003836","2023-09-23 12:17:09","2023-09-20 00:00:00","2024-09-19 00:00:00","Renewed","Al Barsha South Fourth","29900","29900","Free Hold","35.13","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","DEZIRE RESIDENCES"
"0120220920004572","2023-09-23 11:46:16","2023-09-30 00:00:00","2024-09-29 00:00:00","Renewed","Al Barshaa South Third","36800","36800","Free Hold","42.54","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","BUCEPHALUS"
"0120220921000369","2023-09-23 09:05:58","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Qusais Second","38000","38000","Non Free Hold","93","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220921000543","2023-09-23 12:33:00","2023-09-26 00:00:00","2024-09-25 00:00:00","Renewed","Jabal Ali First","46199","46199","Free Hold","81","Unit","Flat","","Residential","","","","","1","",""
"0120220921003871","2023-09-23 15:39:14","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Nadd Hessa","38500","38500","Free Hold","79.23","Unit","Flat","","Residential","","","","","1","",""
"0120220921004884","2023-09-23 14:28:34","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Al Hebiah Fourth","28600","28600","Free Hold","42.24","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ELITE 6 SPORTS RESIDENCE"
"0120220922000078","2023-09-23 12:33:38","2023-09-27 00:00:00","2024-09-26 00:00:00","Renewed","Al Qusais Industrial Fifth","46000","46000","Non Free Hold","107.22","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220922000135","2023-09-23 12:33:02","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Qusais First","29399","29399","Non Free Hold","57.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220922000289","2023-09-23 12:32:59","2023-09-27 00:00:00","2024-09-26 00:00:00","Renewed","Al Qusais First","36000","36000","Non Free Hold","65.4","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220922001845","2023-09-23 13:31:40","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Raffa","55000","55000","Non Free Hold","0","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220922002095","2023-09-23 13:43:34","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Marsa Dubai","63800","63800","Free Hold","72.3","Unit","Flat","","Residential","Mina Seyahi","Marina Mall","Burj Al Arab","","1","","SULAFA TOWER"
"0120220922002527","2023-09-23 12:32:50","2023-09-28 00:00:00","2024-09-27 00:00:00","Renewed","Muhaisanah Fourth","42999","42999","Non Free Hold","100.24","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220923001200","2023-09-23 12:24:18","2023-09-26 00:00:00","2024-09-25 00:00:00","Renewed","Al Hebiah Fourth","39000","39000","Free Hold","55.21","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","THE MATRIX"
"0120220923001726","2023-09-23 19:10:54","2023-09-26 00:00:00","2024-09-25 00:00:00","Renewed","Al Baraha","21000","21000","Non Free Hold","34","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220923002820","2023-09-23 11:40:54","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Al Hebiah Fourth","30188","30188","Free Hold","37.04","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","THE SPIRIT"
"0120220923002835","2023-09-23 13:26:52","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Barsha South Fourth","47300","47300","Free Hold","73.68","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220923006876","2023-09-23 12:32:37","2023-09-30 00:00:00","2024-09-29 00:00:00","Renewed","Jabal Ali Industrial First","90783","90783","Non Free Hold","401.62","Unit","Warehouse","","Commercial","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120220923011267","2023-09-23 12:04:00","2023-09-26 00:00:00","2024-09-25 00:00:00","Renewed","Al Khairan First","96000","96000","Free Hold","96.84","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Gate"
"0120220924001423","2023-09-23 12:33:15","2023-09-27 00:00:00","2024-09-26 00:00:00","Renewed","Al Nahda First","38500","38500","Non Free Hold","59.95","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220924007196","2023-09-23 14:58:28","2023-09-30 00:00:00","2024-09-29 00:00:00","Renewed","Nadd Hessa","44100","44100","Free Hold","78.49","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120220926002911","2023-09-23 12:32:22","2023-10-02 00:00:00","2024-10-01 00:00:00","Renewed","Al Qusais First","33809","33809","Non Free Hold","57.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
