,Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
31341,2016-03-18 23:33:33,2016-03-19 05:56:36,Residential Building/House,10460.0,BRONX,BRONX,40.84186207458094,-73.8804296686123
8868,2016-01-21 23:50:46,2016-01-22 00:30:32,Store/Commercial,10025.0,NEW YORK,MANHATTAN,40.80189077022533,-73.96842413691874
19505,2016-02-20 02:04:36,2016-02-20 03:29:36,Residential Building/House,11370.0,EAST ELMHURST,QUEENS,40.75808699977632,-73.8970145632983
114420,2016-07-09 01:57:00,2016-07-09 04:21:15,Street/Sidewalk,10009.0,NEW YORK,MANHATTAN,40.727266394049614,-73.9789729976378
186684,2016-10-15 23:41:17,2016-10-16 00:43:57,Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.70295042441552,-73.92565329904697
92563,2016-06-16 23:14:12,2016-06-17 08:04:04,Street/Sidewalk,10026.0,NEW YORK,MANHATTAN,40.80133264239196,-73.95018770411934
171983,2016-09-23 23:36:59,2016-09-24 01:51:23,Street/Sidewalk,10452.0,BRONX,BRONX,40.83914243535633,-73.92266411377638
63268,2016-05-13 22:32:40,2016-05-14 02:22:06,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.85195694741637,-73.9304605646824
110695,2016-07-03 23:57:46,2016-07-04 05:43:43,Residential Building/House,11372.0,JACKSON HEIGHTS,QUEENS,40.75277899340739,-73.8751503358528
152892,2016-09-03 00:12:27,2016-09-03 16:53:51,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.85368615752928,-73.93053828207398
36708,2016-03-28 10:32:28,2016-03-28 22:56:01,Residential Building/House,11365.0,FRESH MEADOWS,QUEENS,40.72786198786061,-73.8106757666783
209783,2016-11-28 20:42:02,2016-11-29 10:48:38,Street/Sidewalk,,,Unspecified,,
20252,2016-02-21 01:03:14,2016-02-21 03:45:14,Street/Sidewalk,11211.0,BROOKLYN,BROOKLYN,40.7086441590816,-73.95399373728824
53128,2016-04-28 00:59:16,2016-04-28 04:40:04,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.84441780739672,-73.93618985504303
93039,2016-06-17 21:28:19,2016-06-18 04:56:41,Residential Building/House,11106.0,ASTORIA,QUEENS,40.760817096131476,-73.92410510217272
187138,2016-10-16 01:57:49,2016-10-16 04:36:22,Residential Building/House,10453.0,BRONX,BRONX,40.85798821858457,-73.90512380963419
126357,2016-07-24 02:06:26,2016-07-24 04:12:43,Store/Commercial,10014.0,NEW YORK,MANHATTAN,40.74011360831931,-74.0059614457069
200885,2016-11-12 00:48:49,2016-11-12 03:43:18,Residential Building/House,11435.0,JAMAICA,QUEENS,40.685570380753404,-73.8024018175386
163177,2016-09-11 22:19:04,2016-09-12 00:05:14,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.72947711076323,-73.98701824572566
102207,2016-06-25 22:28:46,2016-06-26 00:06:20,Residential Building/House,11434.0,JAMAICA,QUEENS,40.68193762775824,-73.78332153735985
62404,2016-05-12 07:27:38,2016-05-12 08:23:45,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.80656160352968,-73.94473294110712
119215,2016-07-15 22:32:09,2016-07-16 10:17:39,Residential Building/House,10460.0,BRONX,BRONX,40.84319979778657,-73.86877140788431
219464,2016-12-19 01:27:15,2016-12-19 07:03:29,Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.824600320883576,-73.95177093639812
215739,2016-12-11 11:12:13,2016-12-11 12:37:06,Residential Building/House,11418.0,RICHMOND HILL,QUEENS,40.7011642646364,-73.83044680468923
133905,2016-08-06 13:06:26,2016-08-06 14:51:28,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.81638001739549,-73.94031360795314
193673,2016-10-29 20:33:41,2016-10-29 20:50:50,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.81592674227958,-73.95810673319008
136030,2016-08-07 18:43:14,2016-08-07 23:39:03,Residential Building/House,10455.0,BRONX,BRONX,40.812048577176455,-73.9102504471062
174015,2016-09-25 01:13:07,2016-09-25 05:49:57,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.695988777663075,-73.9023828036665
82608,2016-06-04 13:39:11,2016-06-04 15:52:30,Street/Sidewalk,10467.0,BRONX,BRONX,40.88189025742465,-73.8626847108026
221027,2016-12-24 00:34:41,2016-12-24 07:49:36,Residential Building/House,11226.0,BROOKLYN,BROOKLYN,40.646521295693134,-73.96032118451178
16157,2016-02-10 22:50:40,2016-02-11 02:51:29,Residential Building/House,11225.0,BROOKLYN,BROOKLYN,40.66637963014085,-73.95264952275203
168502,2016-09-18 06:52:46,2016-09-18 08:41:11,Residential Building/House,11203.0,BROOKLYN,BROOKLYN,40.643966497413174,-73.9370517915022
108032,2016-07-02 23:07:19,2016-07-03 16:25:04,Park/Playground,11216.0,BROOKLYN,BROOKLYN,40.68284875402126,-73.9538096242773
31562,2016-03-19 02:21:13,2016-03-19 03:08:01,Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.71241628420857,-73.99436567260881
27164,2016-03-10 10:30:34,2016-03-10 12:55:32,Store/Commercial,10009.0,NEW YORK,MANHATTAN,40.72181047645624,-73.98296836800654
192988,2016-10-29 00:07:28,2016-10-29 02:00:16,Store/Commercial,11216.0,BROOKLYN,BROOKLYN,40.682042898993664,-73.94989823512506
202546,2016-11-14 01:25:24,2016-11-14 03:15:02,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.85700996830241,-73.93049866103756
201314,2016-11-12 19:52:27,2016-11-12 19:59:09,Residential Building/House,10306.0,STATEN ISLAND,STATEN ISLAND,40.580369825942654,-74.09791980668183
179158,2016-10-02 23:27:04,2016-10-02 23:55:15,Residential Building/House,11373.0,ELMHURST,QUEENS,40.7462188410476,-73.87000903799394
210402,2016-12-01 21:17:09,2016-12-01 23:52:02,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.79988678999242,-73.95869833791309
222069,2016-12-25 02:00:38,2016-12-25 06:13:15,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.667110656325306,-73.88424668404478
102106,2016-06-25 22:07:24,2016-06-25 22:42:31,Store/Commercial,11206.0,BROOKLYN,BROOKLYN,40.7116958818819,-73.93583716943974
62173,2016-05-11 23:11:08,2016-05-12 01:35:01,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.80224835614421,-73.93688766240182
116668,2016-07-10 20:42:50,2016-07-11 00:29:23,Street/Sidewalk,11694.0,ROCKAWAY PARK,QUEENS,40.58008352639438,-73.83626216390311
81144,2016-06-02 19:21:28,2016-06-02 23:03:35,Street/Sidewalk,10003.0,NEW YORK,MANHATTAN,40.727550443957604,-73.98844375854681
109578,2016-07-03 18:20:08,2016-07-03 21:43:55,Park/Playground,11206.0,BROOKLYN,BROOKLYN,40.706884934295104,-73.94794630579607
55056,2016-04-30 23:09:38,2016-05-01 07:38:36,Residential Building/House,11209.0,BROOKLYN,BROOKLYN,40.626743570072406,-74.02578304638212
85961,2016-06-08 23:28:50,2016-06-09 03:36:00,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.82532224077928,-73.94572906770856
102333,2016-06-25 22:50:45,2016-06-25 23:18:51,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.81949682060414,-73.93804189316802
126685,2016-07-24 14:50:45,2016-07-24 22:59:37,Residential Building/House,10459.0,BRONX,BRONX,40.8271753200856,-73.88887154813158
175162,2016-09-25 23:40:09,2016-09-26 03:37:48,Street/Sidewalk,10019.0,NEW YORK,MANHATTAN,40.76472848547154,-73.99382336360699
83149,2016-06-04 22:09:27,2016-06-04 22:53:38,Club/Bar/Restaurant,10075.0,NEW YORK,MANHATTAN,40.77247106232816,-73.95513384695751
60796,2016-05-08 22:17:56,2016-05-08 22:45:51,Residential Building/House,11234.0,BROOKLYN,BROOKLYN,40.61535762351577,-73.92358252474827
104821,2016-06-27 02:59:28,2016-06-27 19:21:05,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.85660521978086,-73.92840964582264
113694,2016-07-07 21:08:52,2016-07-07 22:00:45,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.79638114422462,-73.94417797181063
219018,2016-12-18 04:12:22,2016-12-18 05:01:08,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.681013386830934,-73.92867025982838
69982,2016-05-21 22:10:43,2016-05-21 22:54:10,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.66183331534403,-73.9209305179595
148110,2016-08-27 21:48:48,2016-08-28 07:12:52,Street/Sidewalk,11236.0,BROOKLYN,BROOKLYN,40.63491653532737,-73.91888711931004
201765,2016-11-13 00:09:31,2016-11-13 03:29:15,Residential Building/House,11209.0,BROOKLYN,BROOKLYN,40.625620628184855,-74.027183959043
170020,2016-09-20 19:54:18,2016-09-20 20:49:02,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.69486451742089,-73.9792140115764
34016,2016-03-24 09:59:23,2016-03-24 11:24:23,Residential Building/House,10467.0,BRONX,BRONX,40.8587476839271,-73.86562454420242
193234,2016-10-29 01:43:20,2016-10-29 05:14:30,Residential Building/House,10016.0,NEW YORK,MANHATTAN,40.742257993781394,-73.97767272876192
156726,2016-09-04 22:20:39,2016-09-05 08:55:50,Residential Building/House,10457.0,BRONX,BRONX,40.8488659366306,-73.9064886535447
76604,2016-05-28 23:28:50,2016-05-29 03:51:44,Residential Building/House,11354.0,FLUSHING,QUEENS,40.76509314715722,-73.82906027279674
94840,2016-06-18 22:23:24,2016-06-19 00:26:49,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.666817719491476,-73.89355442654933
146920,2016-08-26 21:56:40,2016-08-28 07:53:14,Street/Sidewalk,10452.0,BRONX,BRONX,40.841349810978734,-73.91572605845745
32391,2016-03-20 00:52:50,2016-03-20 02:02:33,Store/Commercial,10033.0,NEW YORK,MANHATTAN,40.84700715687885,-73.93819337596233
141942,2016-08-19 12:07:50,2016-08-19 13:34:28,Store/Commercial,10031.0,NEW YORK,MANHATTAN,40.825397167737,-73.94749949860906
56319,2016-05-01 23:38:14,2016-05-02 02:50:08,Residential Building/House,11355.0,FLUSHING,QUEENS,40.74840032306056,-73.81192749500879
195662,2016-10-30 22:43:57,2016-10-31 02:38:03,Residential Building/House,11204.0,BROOKLYN,BROOKLYN,40.61694191994078,-73.99419363318832
163051,2016-09-11 21:05:05,2016-09-11 23:17:41,Street/Sidewalk,11433.0,JAMAICA,QUEENS,40.70553892121138,-73.78866578766477
19398,2016-02-20 00:27:51,2016-02-20 05:29:19,Residential Building/House,11219.0,BROOKLYN,BROOKLYN,40.624509454830786,-74.0007204745836
10531,2016-01-27 21:46:35,2016-01-27 22:42:10,Residential Building/House,10453.0,BRONX,BRONX,40.85728770559089,-73.90438012243426
22397,2016-02-27 14:54:22,2016-02-27 17:23:27,Residential Building/House,11214.0,BROOKLYN,BROOKLYN,40.60448338863553,-73.99641311279505
99218,2016-06-22 18:07:23,2016-06-22 23:46:39,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.81322051496231,-73.95829267864596
174148,2016-09-25 01:46:26,2016-09-25 08:02:34,Residential Building/House,11213.0,BROOKLYN,BROOKLYN,40.674707422835404,-73.94106768238612
211167,2016-12-03 01:29:22,2016-12-03 05:22:40,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.657417052778726,-73.91715860164942
212348,2016-12-04 03:34:45,2016-12-04 07:21:21,Residential Building/House,11225.0,BROOKLYN,BROOKLYN,40.66153184719909,-73.9514418946136
85504,2016-06-07 20:38:55,2016-06-07 22:07:46,Street/Sidewalk,10001.0,NEW YORK,MANHATTAN,40.75054862642807,-73.98754108101309
116649,2016-07-10 20:36:03,2016-07-10 21:29:43,Store/Commercial,10016.0,NEW YORK,MANHATTAN,40.74934479194283,-73.97693770152904
62548,2016-05-12 20:23:25,2016-05-12 22:23:46,Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.76391015925504,-73.98865404459387
112196,2016-07-04 21:59:25,2016-07-04 22:27:44,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.68959803790787,-73.9114321295695
78516,2016-05-29 22:26:41,2016-05-29 22:46:58,Residential Building/House,11421.0,WOODHAVEN,QUEENS,40.69523394134126,-73.8598452024008
212671,2016-12-04 22:08:21,2016-12-04 23:12:47,Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.762260503230756,-73.98800455742398
74653,2016-05-27 19:55:06,2016-05-27 22:36:27,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.860963264652185,-73.92754454126148
58678,2016-05-07 15:36:31,2016-05-07 16:24:14,Residential Building/House,10452.0,BRONX,BRONX,40.83073495266584,-73.92202706239397
214357,2016-12-10 00:35:29,2016-12-10 01:31:22,Residential Building/House,10456.0,BRONX,BRONX,40.83431244955775,-73.90521900536706
213912,2016-12-09 14:36:00,2016-12-09 17:53:47,Residential Building/House,10010.0,NEW YORK,MANHATTAN,40.73846350356469,-73.9876407712256
123103,2016-07-19 23:14:45,2016-07-20 04:25:28,Street/Sidewalk,11216.0,BROOKLYN,BROOKLYN,40.683239592031335,-73.94389049599516
135190,2016-08-07 00:53:20,2016-08-07 01:41:01,Residential Building/House,11249.0,BROOKLYN,BROOKLYN,40.71694356611174,-73.95928001925525
77610,2016-05-29 07:55:23,2016-05-29 13:39:10,Residential Building/House,11423.0,HOLLIS,QUEENS,40.711653512897016,-73.76290978293092
137258,2016-08-09 22:31:06,2016-08-09 23:28:17,Store/Commercial,10033.0,NEW YORK,MANHATTAN,40.84508410292312,-73.93499287642997
149454,2016-08-28 02:43:24,2016-08-28 03:12:59,Residential Building/House,10454.0,BRONX,BRONX,40.80855572705293,-73.9232956888452
103773,2016-06-26 12:10:02,2016-06-26 13:54:37,Residential Building/House,11204.0,BROOKLYN,BROOKLYN,40.614907831257284,-73.9911106224299
137032,2016-08-09 01:48:16,2016-08-09 08:17:37,Residential Building/House,11210.0,BROOKLYN,BROOKLYN,40.638143542877394,-73.94531561201252
183948,2016-10-11 00:51:36,2016-10-11 02:12:48,Residential Building/House,10002.0,NEW YORK,MANHATTAN,40.71407929882945,-73.98983487147261
101419,2016-06-25 16:05:29,2016-06-25 16:49:56,Street/Sidewalk,11217.0,BROOKLYN,BROOKLYN,40.680190052684644,-73.97462533032311
126329,2016-07-24 01:57:53,2016-07-24 04:52:46,Residential Building/House,11369.0,EAST ELMHURST,QUEENS,40.76246187511006,-73.87715730437982
19986,2016-02-20 23:06:39,2016-02-21 03:52:09,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.796518780180065,-73.93450577265159
168355,2016-09-18 03:16:30,2016-09-18 07:59:58,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.84689342358818,-73.93599230173929
185095,2016-10-14 02:06:59,2016-10-14 05:09:14,Club/Bar/Restaurant,10029.0,NEW YORK,MANHATTAN,40.799306563163775,-73.9432328302341
89461,2016-06-12 00:45:01,2016-06-12 03:37:53,Store/Commercial,11216.0,BROOKLYN,BROOKLYN,40.682108779801695,-73.94991260756814
123562,2016-07-21 00:13:01,2016-07-21 02:57:48,Store/Commercial,11222.0,BROOKLYN,BROOKLYN,40.72234137388135,-73.94948913560036
176486,2016-09-30 18:17:59,2016-10-01 01:55:47,Residential Building/House,10468.0,BRONX,BRONX,40.8722303566294,-73.88958087735644
198302,2016-11-05 22:42:52,2016-11-06 09:19:10,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.857175780096576,-73.9323999650772
26217,2016-03-07 14:32:28,2016-03-08 03:30:11,Residential Building/House,10458.0,BRONX,BRONX,40.86668737299311,-73.89389613529859
54084,2016-04-30 00:56:46,2016-04-30 19:24:11,Residential Building/House,10456.0,BRONX,BRONX,40.83855707927812,-73.91388286014495
20219,2016-02-21 00:48:12,2016-02-21 07:03:49,Residential Building/House,10453.0,BRONX,BRONX,40.850392932393454,-73.91858821421046
199666,2016-11-08 01:59:27,2016-11-08 02:36:27,Residential Building/House,11413.0,SPRINGFIELD GARDENS,QUEENS,40.65816263687992,-73.75607169581279
219434,2016-12-19 00:15:34,2016-12-19 01:30:01,Club/Bar/Restaurant,10304.0,STATEN ISLAND,STATEN ISLAND,40.6266308027576,-74.07594044427188
87268,2016-06-10 23:04:20,2016-06-10 23:33:25,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.6583190463422,-73.90515188962819
113958,2016-07-08 18:38:15,2016-07-08 19:11:08,Street/Sidewalk,11208.0,BROOKLYN,BROOKLYN,40.680170620734785,-73.87160517417591
63973,2016-05-14 12:17:21,2016-05-14 13:09:06,Street/Sidewalk,10001.0,NEW YORK,MANHATTAN,40.75025495165388,-73.98766384780872
113041,2016-07-05 23:10:22,2016-07-05 23:28:15,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.820446460871786,-73.9558710662441
74345,2016-05-27 00:01:55,2016-05-27 00:47:18,Store/Commercial,11233.0,BROOKLYN,BROOKLYN,40.67825849176964,-73.91028628962731
182095,2016-10-08 21:21:58,2016-10-08 22:44:03,Residential Building/House,11103.0,ASTORIA,QUEENS,40.76596516477953,-73.91109592348205
80784,2016-06-01 22:11:04,2016-06-01 23:22:34,Park/Playground,10038.0,NEW YORK,MANHATTAN,40.711864718203785,-73.99875555258407
78316,2016-05-29 21:45:57,2016-05-29 21:59:03,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.69864195098738,-73.9469573810741
92886,2016-06-17 18:35:01,2016-06-17 21:10:19,Residential Building/House,10021.0,NEW YORK,MANHATTAN,40.77059218651075,-73.95852516123426
195882,2016-10-31 17:11:23,2016-10-31 18:53:22,Store/Commercial,10009.0,NEW YORK,MANHATTAN,40.722122861707625,-73.97977191094006
128411,2016-07-29 05:05:29,2016-07-29 08:04:55,Residential Building/House,10036.0,NEW YORK,MANHATTAN,40.761868406657975,-73.99283454309553
34284,2016-03-25 00:12:07,2016-03-25 02:16:02,Store/Commercial,11218.0,BROOKLYN,BROOKLYN,40.633153364414135,-73.97761555783343
151124,2016-08-30 12:28:42,2016-09-01 00:47:20,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.862324541470215,-73.92739483266651
178739,2016-10-02 15:10:22,2016-10-02 20:07:33,Street/Sidewalk,10457.0,BRONX,BRONX,40.84245876949598,-73.91217553200866
104498,2016-06-26 22:45:31,2016-06-27 02:51:42,Street/Sidewalk,10014.0,NEW YORK,MANHATTAN,40.73632323002385,-74.00261610306931
170085,2016-09-20 20:57:49,2016-09-21 18:27:33,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86833893783111,-73.9163607375224
6691,2016-01-16 01:07:43,2016-01-16 07:34:52,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.711301229451024,-73.94213548366977
156192,2016-09-04 18:42:34,2016-09-04 19:27:17,Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.704254134811826,-73.9299437983035
59421,2016-05-07 23:35:55,2016-05-08 05:03:01,Residential Building/House,11201.0,BROOKLYN,BROOKLYN,40.701345491315436,-73.9827139265285
18188,2016-02-15 17:31:15,2016-02-15 20:46:47,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.635676591480156,-73.9185331036926
137613,2016-08-11 04:11:31,2016-08-11 06:47:10,Street/Sidewalk,11213.0,BROOKLYN,BROOKLYN,40.66771260940581,-73.92932972641748
152819,2016-09-02 23:52:34,2016-09-03 02:04:29,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.81991817292851,-73.95259085675546
132800,2016-08-05 01:31:50,2016-08-05 05:44:16,Club/Bar/Restaurant,11206.0,BROOKLYN,BROOKLYN,40.70547996886322,-73.93274134773792
75928,2016-05-28 20:18:51,2016-05-28 22:22:33,Residential Building/House,11215.0,BROOKLYN,BROOKLYN,40.66013380715994,-73.99293197414994
51395,2016-04-24 12:44:18,2016-04-24 13:36:05,Street/Sidewalk,10013.0,NEW YORK,MANHATTAN,40.71914107584949,-74.00150792988558
204273,2016-11-19 00:55:37,2016-11-19 03:30:05,Store/Commercial,11221.0,BROOKLYN,BROOKLYN,40.69360833341714,-73.93186261493794
75827,2016-05-28 19:09:33,2016-05-28 19:48:26,Residential Building/House,10468.0,BRONX,BRONX,40.863186772369254,-73.90194938707823
199400,2016-11-07 12:43:44,2016-11-08 10:18:28,Store/Commercial,10033.0,NEW YORK,MANHATTAN,40.85032534044235,-73.93298164914069
176171,2016-09-29 19:28:29,2016-09-30 09:09:40,Residential Building/House,10467.0,BRONX,BRONX,40.859025980805896,-73.8665566724389
211770,2016-12-03 23:12:47,2016-12-03 23:23:10,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.71684078206603,-73.93805796029459
211875,2016-12-03 23:47:59,2016-12-04 02:54:19,Store/Commercial,11691.0,FAR ROCKAWAY,QUEENS,40.60221833435278,-73.75487522697924
164028,2016-09-13 14:26:01,2016-09-13 18:15:21,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.80944022086442,-73.94940858641671
159987,2016-09-09 10:13:44,2016-09-09 10:57:39,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.7888258501448,-73.94617411312862
17190,2016-02-13 22:25:19,2016-02-14 00:24:58,Residential Building/House,11103.0,ASTORIA,QUEENS,40.76001898994177,-73.9170346029636
16046,2016-02-10 09:00:25,2016-02-10 11:30:19,Residential Building/House,11213.0,BROOKLYN,BROOKLYN,40.66887825925953,-73.93243219864894
161383,2016-09-10 21:57:21,2016-09-10 22:22:51,Street/Sidewalk,10039.0,NEW YORK,MANHATTAN,40.82608285970194,-73.94082521780065
196837,2016-11-03 05:07:22,2016-11-03 07:26:23,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.80536348239861,-73.94184420667416
12142,2016-01-31 01:14:02,2016-01-31 05:11:08,Residential Building/House,10460.0,BRONX,BRONX,40.850938074190005,-73.88236887299777
103427,2016-06-26 02:01:36,2016-06-26 04:00:18,Residential Building/House,11369.0,EAST ELMHURST,QUEENS,40.765819046185044,-73.88009327818264
104647,2016-06-26 23:45:35,2016-06-27 08:42:49,Residential Building/House,11377.0,WOODSIDE,QUEENS,40.73658235360277,-73.91812466465883
125270,2016-07-23 21:24:11,2016-07-23 22:33:48,Street/Sidewalk,10467.0,BRONX,BRONX,40.872772857272416,-73.87774899408599
81792,2016-06-03 22:10:21,2016-06-04 15:43:38,Residential Building/House,11101.0,LONG ISLAND CITY,QUEENS,40.7446249713006,-73.95347808474706
109682,2016-07-03 19:41:26,2016-07-03 23:57:38,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.6323444869582,-73.8919701390795
221259,2016-12-24 15:14:34,2016-12-24 16:33:18,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.836934032850216,-73.93811238712841
157705,2016-09-05 03:13:38,2016-09-05 04:22:40,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.65551660248385,-73.88415147136058
