Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1946,Qtr 4,October,8,Wyoming,Douglas,Douglas DC 4N30051,Cheyenne Wyoming,Lines Air United,0,2,41
1946,Qtr 4,October,10,Morocco,Junkers,Junkers Ju 52/3mF,Near Sefrou Morocco,Ocean Air,0,16,16
1946,Qtr 4,October,17,India,Douglas,Douglas C 47BKN236,Near Chitral India,Force Air Royal - Military,0,11,11
1946,Qtr 4,October,17,Wyoming,Douglas,Douglas DC 3NC38942,Laramie Wyoming,Services Transport Air National,0,13,13
1946,Qtr 4,October,23,Egypt,Junkers,Junkers Ju 52/3mF,Gebel Kalamoun Egypt,Socotra,0,1,24
1946,Qtr 4,November,1,France,AAC,AAC  1 ToucanF,St Leger-la-Montagne France,Roussillon Languedoc CTA,0,23,27
1946,Qtr 4,November,5,Russia,Douglas,Douglas C 47SSSR,Near Moscow Russia,Aeroflot,0,13,26
1946,Qtr 4,November,11,Ohio,Douglas,Douglas DC 3 (C,Cleveland Ohio,Lines Air United,0,2,20
1946,Qtr 4,November,13,California,Douglas,Douglas C 53D,Lebec California,Airlines Western,0,11,11
1946,Qtr 4,November,13,Mexico,Douglas,Douglas DC 3XA,Near Cofre de Perote Mexico,Veracruz de Aéreas Commun. Empressa,0,15,15
1946,Qtr 4,November,14,Netherlands,Douglas,Douglas C 47A,Amsterdam Netherlands,Airlines Dutch Royal KLM,0,26,26
1946,Qtr 4,November,16,N/A,Douglas,Douglas C 47?,North Pacific OceanMilitary - U.S. Army Air Forces,N/A,0,23,23
1946,Qtr 4,November,26,Costa,Douglas,Douglas DC 3 (C,San Jose Costa,LACSA  Costarricenses Aéreas RicaLineas,0,22,22
1946,Qtr 4,November,30,Argentina,Vickers 620 Viking,Vickers 620 Viking 1T 1,El Palomar Argentina,Argentina Aérea Fuerza,0,5,18
1946,Qtr 4,December,4,Iran,Lisunov,Lisunov Li 2?,Meshed Iran,Aeroflot,0,24,24
1946,Qtr 4,December,10,Japan,Curtiss,Curtiss  Wright C,Near Osaka Japan,Forces Air Army U.S. - Military,0,24,24
1946,Qtr 4,December,10,Washington,Curtiss,Curtiss  Wright R5C,Toledo Washington,Corps Marine U.S. - Military,0,32,32
1946,Qtr 4,December,14,Philippines,Douglas,Douglas DC 3 (C,Mt. Banahaur Philippines,Transport Air Eastern Far,0,12,14
1946,Qtr 4,December,17,Atlantic,Douglas,Douglas C 47ANC88876,Caribbean Atlantic,Inc. Cargo OceanWinged,0,7,7
1946,Qtr 4,December,23,Brazil,Avro  685 York,Avro  685 York ILV XIG,Near Rio de Janeiro Brazil,(Argentina) FAMA,0,21,21
1946,Qtr 4,December,24,California,Douglas,Douglas DC 3 ( C,Near San Diego California,Airlines Western,0,12,12
1946,Qtr 4,December,25,China,Douglas,Douglas C 47?,Shanghai China,CATA,5,11,11
1946,Qtr 4,December,25,China,Douglas,Douglas DC 3?,Near Shanghai China,CNAC,0,20,30
1946,Qtr 4,December,25,Jiangsu,Curtiss,Curtiss C 47?,Near Wusong Jiangsu,China CNAC,3,13,34
1946,Qtr 4,December,28,Illinois,Douglas,Douglas C 47ANC58024,Walshville Illinois,Skyways Southern City Kansas,0,2,2
1946,Qtr 4,December,28,Indiana,Douglas,Douglas DC 3 (C,Michigan City Indiana,Airlines American,0,2,21
1946,Qtr 4,December,28,Ireland,Lockheed 049,Lockheed 049 ConsellationNC86505,Near Shannon Ireland,Air Western and Continental Trans,0,13,23
1947,Qtr 1,January,3,Brazil,Sikorsky,Sikorsky S 43B (flying boat)PP,Sao Paulo Brazil,Brasil do Panair,0,11,14
1947,Qtr 1,January,5,China,Curtis,Curtis C 46XT,Tsingtao China,Corporation Aviation National China,0,43,43
1947,Qtr 1,January,5,New,Douglas,Douglas DC 3N50046,Carmel New,Transport Air JerseyNationwide,0,3,23
1947,Qtr 1,January,11,China,Douglas,Douglas DC 4 (C,Off Laoag China,Transport Air Eastern Far,0,7,42
1947,Qtr 1,January,11,England,Douglas,Douglas C 47A,Near Lympne England,Airways Overseas British,0,8,16
1947,Qtr 1,January,12,Virginia,Douglas,Douglas DC 3NC88872,Near Galax Virginia,Lines Air Eastern,0,18,19
1947,Qtr 1,January,14,Mexico,Lockheed,Lockheed C 60 Lodestar60,Near Puebla Mexico,Force Air Mexican - Military,0,21,21
1947,Qtr 1,January,22,Colombia,Douglas,Douglas DC 3 ( C,Puesto Araujo Colombia,Avianca,0,17,17
1947,Qtr 1,January,25,China,Douglas,Douglas DC 3?,Chongqing China,Corporation Aviation National China,0,19,19
1947,Qtr 1,January,25,N/A,Douglas,Douglas C 47API,Hong KongPhilippine Air Lines,N/A,0,4,4
1947,Qtr 1,January,25,Surrey,Douglas,Douglas C 47 / Douglas DC,Croydon Surrey,England Spencer Airways / Ceskoslovenske Aerolinie,0,12,23
1947,Qtr 1,January,26,Denmark,Douglas,Douglas C  C47A,Copenhagen Denmark,Airlines Dutch Royal KLM,0,22,22
1947,Qtr 1,January,28,China,Curtiss,Curtiss C 46?,Near Hankow China,Corporation Aviation National China,0,25,26
1947,Qtr 1,February,1,Portugal,Douglas,Douglas DC 3CF,Near Lisbon Portugal,France Air,0,19,20
1947,Qtr 1,February,5,Delaware,Douglas,Douglas DC 3NC54451,Harrington Delaware,Freight Air International,0,1,3
1947,Qtr 1,February,6,Spain,Douglas,Douglas C 54B,Pedro Bernardo Spain,International Cuba Aerovias,0,11,11
1947,Qtr 1,February,14,Colorado,Curtiss,Curtiss C 46ENC59486,Denver Colorado,Airways Slick,0,2,2
1947,Qtr 1,February,15,Colombia,Douglas,Douglas DC 4C,Near Bogota Colombia,Avianca,0,53,53
1947,Qtr 1,February,15,Italy,Savoia,Savoia  Marchetti SM,Off Terracina Italy,Militari Aerei Corrieri - Military,0,16,16
1947,Qtr 1,February,21,China,Douglas,Douglas C 47?,Chungking China,Force Air Chinese - Military,0,21,21
1947,Qtr 1,February,26,Pacific,Douglas,Douglas C 47BKK120,China Sea Pacific,Force Air Royal - OceanMilitary,0,12,12
1947,Qtr 1,March,5,USSRAeroflot,Doublas,Doublas C 47CCCP,Near Georgia USSRAeroflot,N/A,0,23,23
1947,Qtr 1,March,8,Colombia,Douglas,Douglas C 47,Cordillera Colombia,VIARCO,0,9,9
1947,Qtr 1,March,8,Italy,Douglas,Douglas C 47BKK122,L'isola di Ischia Italy,Force Air Royal - Military,0,13,13
1947,Qtr 1,March,14,France,Douglas,Douglas DC 3 (C,Mt. Moucherolles France,France Air,0,23,23
1947,Qtr 1,March,17,Colombia,Lockheed 18,Lockheed 18 LodestarYS 28,Near Medellin Colombia,TACA,0,8,8
1947,Qtr 1,March,18,Sri,Avro York,Avro York C1MW198,Negombo Sri,Force Air Royal - LankaMilitary,0,11,15
1947,Qtr 2,April,8,Venezuela,Douglas,Douglas C 47AYV,Near Caracas Venezuela,Venezolana Aeropostal Linea,0,27,27
1947,Qtr 2,April,13,Senegal,Avro 685 York,Avro 685 York IG AHEZ,Off Dakar Senegal,Airways American South British,0,6,15
1947,Qtr 2,April,22,Georgia,Douglas,Douglas DC 3 (C,Columbus Georgia,Lines Air Delta,0,10,10
1947,Qtr 2,April,28,British,Lockheed 18,Lockheed 18 LoadstarCF TDF,Near Vancouver British,Canada          Columbia Trans Canada Air Lines,0,15,15
1947,Qtr 2,May,4,Guanacaste,Lockheed 18,Lockheed 18 LoadstarTI 84,Near Nicoya Guanacaste,Costa Rica TACA,0,11,11
1947,Qtr 2,May,11,New,Lockheed,Lockheed L 049 ConstellationNC86508,Delaware Bay New,Air Western and Continental JerseyTrans,0,4,4
1947,Qtr 2,May,16,Russia,Douglas,Douglas DC 47CCCP,Near Khabarovsk Russia,Aeroflot,0,22,22
1947,Qtr 2,May,29,Iceland,Douglas,Douglas DC 3TF,Hjedinsfjordur Iceland,Flugefelag,0,25,25
1947,Qtr 2,May,29,Japan,Douglas,Douglas C 54D,Atsugi Japan,Forces Air Army U.S. - Military,0,40,40
1947,Qtr 2,May,29,Queens,Douglas,Douglas C 54BNC30046,La Guardia Airport Queens,New York United Air Lines,0,43,48
1947,Qtr 2,May,30,Maryland,Douglas,Douglas C 54B,Port Deposit Maryland,Lines Air Eastern,0,53,53
1947,Qtr 2,June,4,France,Junkers,Junkers Ju 52F,Near Gemenos France,France Air,0,2,2
1947,Qtr 2,June,11,Brazil,Avro 691,Avro 691 LancastrianLV ACS,Near Natal Brazil,Argentina Mercante Aérea Flota,0,5,18
1947,Qtr 2,June,13,Virginia,Douglas,Douglas DC 4 (C,Leesburg Virginia,Airlines Central Pennsylvania,0,50,50
1947,Qtr 2,June,19,Syria,Lockheed,Lockheed 049 46,Al Mayadin Syria,Airways World American Pan,0,14,36
1947,Qtr 2,June,21,Gulf,Li,Li  2CCCP,Black Sea Gulf,KarkinitskyAeroflot of,0,8,29
1947,Qtr 3,July,1,French,Junkers,Junkers Ju 52/3mF,Near Eaeka French,France CameroonsAir,0,13,13
1947,Qtr 3,July,13,Florida,Douglas,Douglas DC 3NC79024,Melbourne Florida,Transport Air Burke,0,14,36
1947,Qtr 3,July,15,Cargo,Junkers,Junkers Ju 52/3mF,Vichy  Cargo,N/A,0,1,19
1947,Qtr 3,July,16,Iran,Avro 685,Avro 685 YorkG AGMR,Az-Zubair Iran,Airways Overseas British,0,6,6
1947,Qtr 3,July,25,Argentina,Avro 685 York,Avro 685 York ILV XIH,Moron Argentina,Argentina Mercante Aérea Flota,2,2,6
1947,Qtr 3,July,31,China,Douglas,Douglas C 47?,Near Yumen China,Force Air Chinese - Military,0,26,26
1947,Qtr 3,August,2,Argentina,Avro 691 Lancastrian,Avro 691 Lancastrian 3G AGWH,Andes Argentina,Airways American South British,0,11,11
1947,Qtr 3,August,6,N/A,Consolidated,Consolidated PBY 5A Catalina34032,North Pacific OceanMilitary - U.S. Navy,N/A,0,20,20
1947,Qtr 3,August,8,New,Douglas,Douglas DC 3CNX88787,New York New,Airlines YorkAmerican,0,3,5
1947,Qtr 3,August,9,Sweden,Douglas,Douglas DC 3FSE,Malmo Sweden,Aerotransport AB,0,1,5
1947,Qtr 3,August,13,Romania,Lisunov,Lisunov Li 2YR,Bucharest Romania,Romano-Sovietice Aeriene Transporturile,0,3,8
1947,Qtr 3,August,21,Utah,Curtiss,Curtiss C 46ENC59488,Hanksville Utah,Airways Slick,0,3,3
1947,Qtr 3,August,23,Persian,Short Sandringham 5 (flying,Short Sandringham 5 (flying boat)G AHZB,Bahrain Persian,Airways Overseas GulfBritish,0,10,26
1947,Qtr 3,August,28,Norway,Short Sandringham (flying,Short Sandringham (flying boat)LN IAV,Harsiad Norway,Airlines Norwegian,0,35,35
1947,Qtr 4,October,8,Texas,Douglas,Douglas DC 4NC90432,Near El Paso Texas,Airlines American,0,0,54
1947,Qtr 4,October,14,800,Boeing 314A,Boeing 314A NC18612,Ocean 800,Airways International NewfoundlandAmerican of east miles,0,0,69
1947,Qtr 4,October,16,North,Douglas,Douglas DC 3?,Sylva North,CarolinaStratofreight,0,3,3
1947,Qtr 4,October,16,Spain,Bristol 170 Freighter,Bristol 170 Freighter IF BCJN,Off Cartegena Spain,Littoral du Aerienne Societe,0,41,43
1947,Qtr 4,October,24,Utah,Douglas,Douglas DC 6NC37510,Bryce Canyon Utah,Lines Air United,0,53,53
1947,Qtr 4,October,26,Alaska,Douglas,Douglas DC 4ANC88920,Annette Island Alaska,Airways World American Pan,0,18,18
1947,Qtr 4,October,26,Greece,Douglas,Douglas DC 4,Near Mt. Hymettus Greece,Aerotransport AB,0,44,44
1947,Qtr 4,October,31,India,Douglas,Douglas C 47BM965,Near Srinagar India,Force Air Indian Royal - Military,0,25,25
1947,Qtr 4,November,2,Philippines,Douglas,Douglas DC 3?,Off Barrio Rizal Philippines,Express Air Philippine,0,5,5
1947,Qtr 4,November,11,New,Douglas,Douglas DC 6NC90741,Gallup New,Airlines MexicoAmerican,0,0,25
1947,Qtr 4,November,13,France,Junkers,Junkers Ju 52/3mF,Near Bouchox France,Aérienne Navigation de Auxiliare Société,0,2,2
1947,Qtr 4,November,18,Delaware,Lockheed,Lockheed L 049,Newcastle Delaware,Air Western and Continental Trans,0,5,5
1947,Qtr 4,November,18,Italy,Bristol 170 Freighter,Bristol 170 Freighter XISE BNG,Ravello Italy,Trafik-Turist-Transportflyg,0,20,25
1947,Qtr 4,November,21,Romania,Lisunov,Lisunov Li 2YR,Phouznicie Romania,TARS,0,13,26
1947,Qtr 4,November,27,Alaska,Douglas,Douglas DC 3CNC95486,Yakutat Alaska,Cargo Air Columbia,0,13,13
1947,Qtr 4,November,27,N/A,Douglas,Douglas DC 3?,?China National Aviation Corporation,N/A,0,2,3
1947,Qtr 4,November,27,Yugoslavia,Lisunov,Lisunov LI 2YU,Montenegrin Mountains Yugoslavia,Airlines Yugoslav JAT,0,22,22
1947,Qtr 4,November,28,Italy,Douglas,Douglas C 47B43,Near Trappa Italy,Force Air U.S. - Military,0,20,20
1947,Qtr 4,November,30,Washington,Douglas,Douglas C 54ANC,Seattle Washington,Airlines Alaska,1,8,28
1947,Qtr 4,December,10,Labrador,Douglas,Douglas C 54D,Near Goose Bay Labrador,Force Air U.S. - Military,0,23,29
1947,Qtr 4,December,11,Tennessee,Douglas,Douglas C 47,Near Memphis Tennessee,Force Air U.S. - Military,0,20,20
1947,Qtr 4,December,18,Russia,Ilyushin,Ilyushin IL 12CCCP,Krasnoyarsk Russia,Aeroflot,0,9,25
1947,Qtr 4,December,23,China,Short,Short  S 29 Stirling VOO,Kunming China,Transport Air,0,25,30
1947,Qtr 4,December,27,India,Douglas,Douglas DC 3 (C,Korangi Creek India,India Air,0,23,23
1947,Qtr 4,December,28,Mexico,Douglas,Douglas DC 2,Leon Mexico,Panini Aéreo Servicio,3,5,10
1948,Qtr 1,January,6,England,Vickers 610 Viking,Vickers 610 Viking 1BG AHPK,Ruislip England,Airways European British,0,1,18
1948,Qtr 1,January,6,France,Douglas,Douglas DC 3DF,Paris France,France Air,0,16,16
1948,Qtr 1,January,7,Georgia,Douglas,Douglas DC 3N60331,Near Savannah Georgia,Lines Air Coastal,0,18,27
1948,Qtr 1,January,8,Algeria,Douglas,Douglas DC 3F,Near Palestro Algeria,T.A. de Algerienne Comp. Transport,0,9,9
1948,Qtr 1,January,11,Dominican,Douglas,Douglas DC 3HI,Ciudad Havajillo Dominican,RepublicDominicana,0,32,32
1948,Qtr 1,January,13,Maryland,Douglas,Douglas DC 3,Oxon Hill Maryland,Lines Air Eastern,0,5,9
1948,Qtr 1,January,20,China,Curtiss,Curtiss C 46?,Near Mukden China,Corporation Aviation National China,0,11,54
1948,Qtr 1,January,28,California,Douglas,Douglas DC 3 (C,Diablo Mts. California,Carriers Transport Airline,0,32,32
1948,Qtr 1,January,30,NE,Avro 688 Tudor,Avro 688 Tudor IG AHNP,Atlantic Ocean NE,Airways American South BermudaBritish of,0,31,31
1948,Qtr 1,February,7,Florida,Lockheed,Lockheed L 649 ConstellationNC112A,Off Jacksonville Florida,Lines Air Eastern,0,1,69
1948,Qtr 1,February,10,Indonesia,Douglas,Douglas DC 3PK,Near Padalarang Indonesia,Airlines Dutch Royal KLM,0,19,19
1948,Qtr 1,February,12,Germany,Douglas,Douglas DC 3OY,Ubrichstein Germany,Luftfartselskab Danske Det,0,12,21
1948,Qtr 1,February,20,"",Douglas,Douglas C 47,Collesalvetti,Teseo Aerea ItalySocietà,0,7,10
1948,Qtr 1,February,21,France,Latecoere 631 (flying,Latecoere 631 (flying boat)F BDRD,Off St. Marcouf France,Airlines Latecoere,0,14,14
1948,Qtr 1,February,23,Philippines,Douglas,Douglas DC 3PI,Davao Philippines,Airways Commercial,0,12,12
1948,Qtr 1,February,25,Ohio,Douglas,Douglas C 47ANC36498,Columbus Ohio,Aviation Bruning,0,2,2
1948,Qtr 1,February,27,Brazil,Douglas,Douglas C 472040,Near Belem Brazil,Force Air Brazilian - Military,0,23,26
1948,Qtr 1,March,2,France,Junkers,Junkers Ju 52/3mF,Off Perpignan France,Aériens Transports de Société,0,4,4
1948,Qtr 1,March,2,London,Douglas,Douglas DC 3OO,Heathrow Airport London,England Sabena,0,20,22
1948,Qtr 1,March,7,Iceland,Avro,Avro AnsonTF RVL,Near Skalafell Iceland,Airlines Icelandic Loftleidir,0,4,4
1948,Qtr 1,March,10,Illinois,Douglas,Douglas DC 4NC37478,Chicago Illinois,Lines Air Delta,0,12,13
1948,Qtr 1,March,12,Alaska,Douglas,Douglas DC 4 (C,Mt. Sanford Alaska,Airlines Orient Northwest,0,30,30
1948,Qtr 1,March,13,Brazil,Douglas,Douglas DC 3PP,Sierra Cristais Brazil,Cruzeiro,0,6,6
1948,Qtr 1,March,15,Colombia,Douglas,Douglas DC 3 (C47,Villa Pinzon Colombia,Aviada de Interamericana Agencia,0,14,14
1948,Qtr 1,March,27,Corsica,Vickers 604 Viking,Vickers 604 Viking 1BVT CEL,Monte Cardo Corsica,France Indian National Airlines,0,19,19
1948,Qtr 2,April,5,Germany,Vickers Viking 1B & Soviet,Vickers Viking 1B & Soviet YAK 3 fighterG,Near Berlin Germany,Force Air Soviet - Military / Airways European British,0,14,14
1948,Qtr 2,April,10,Nigeria,Douglas,Douglas DC 4F,Kano Nigeria,France Air,0,1,6
1948,Qtr 2,April,15,Ireland,Lockheed,Lockheed L 049,Shannon Ireland,Airways World American Pan,0,30,31
1948,Qtr 2,April,18,N/A,Lockheed Hudson,Lockheed Hudson IIIAVH ALA,Territory of New GuineaNew Guinea Air Traders,N/A,0,37,37
1948,Qtr 2,April,24,N/A,Lisnov,Lisnov Li 2CCCP,Near Irkutsk RussiaAeroflot,N/A,0,28,29
1948,Qtr 2,May,13,Belgian,Douglas,Douglas DC 4,Near Magazini Belgian,(Zaire)Sabena Congo,0,31,32
1948,Qtr 2,May,13,France,de Havilland Dove,de Havilland Dove 1G AJOU,Mount Coron France,London of Skyways,0,4,4
1948,Qtr 2,May,15,South,Douglas,Douglas DC 3,Vrede South,Aviation AfricaMercury,0,13,13
1948,Qtr 2,May,16,Ohio,Curtiss,Curtiss C 46ENC59489,Columbus Ohio,Airways Slick,0,2,2
1948,Qtr 2,May,20,England,Douglas,Douglas C 47AG,Near Bovingdon England,Charter Transport Air,0,3,4
1948,Qtr 2,May,22,Russia,Douglas,Douglas C 47 CCCP,Khabarovsk Russia,Aeroflot,0,8,9
1948,Qtr 2,May,25,Spain,Handley Page Halifax,Handley Page Halifax C 8G,Albacete Spain,Airways Alpha,1,4,4
1948,Qtr 2,June,10,N/A,De Havilland,de Havilland DH 89A Dragon RapideG,Isle of ManHargreaves Airways,N/A,0,6,8
1948,Qtr 2,June,17,China,PBY,PBY Catalina?,Over the Pearl River China,Pacific Cathy,0,25,26
1948,Qtr 2,June,17,Pennsylvania,Douglas,Douglas DC 6NC37506,Mount Carmel Pennsylvania,Lines Air United,0,43,43
1948,Qtr 2,June,26,Venezuela,Douglas,Douglas DC 3YV,Maiquetia Venezuela,Venezolana Aeropostal Linea,0,1,17
1948,Qtr 3,July,1,Belgium,Fiat,Fiat G.212CPI ELSA,Keerbergen Belgium,Italiane Linee Avio,0,8,12
1948,Qtr 3,July,4,Middlesex,Douglas,Douglas DC 6 / RAF YorkSE,Northolt Middlesex,England Scandinavian Airlines (SAS),0,39,39
1948,Qtr 3,July,7,French,Douglas,Douglas DC 3F,Djiring French,Azur Indo-ChinaAigle,0,16,16
1948,Qtr 3,July,14,Brazil,Douglas,Douglas C 47APP,Belem Brazil,Brasil Aerovias,0,5,5
1948,Qtr 3,July,16,N/A,Consolidated,Consolidated OA 10 CatalinaVR,Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways,N/A,0,25,26
1948,Qtr 3,July,24,Quebec,Douglas,Douglas DC 3CF,Cap-des-Rosiers Quebec,Canada Rimouski Airlines,0,29,29
1948,Qtr 3,July,29,Argentina,Short Sandringham 2 (flying,Short Sandringham 2 (flying boat)LV AAP,Buenos Aires Argentina,ALFA,0,18,24
1948,Qtr 3,July,29,China,Curtiss,Curtiss C 46D,Tsingtao China,Transport Air Civil,0,19,19
1948,Qtr 3,August,1,miles,Latecoere 631 (flying,Latecoere 631 (flying boat)F BDRC,1 miles,Atlantic Ocean         Dakar off Air France,0,52,52
1948,Qtr 3,August,1,Pakistan,Avro 691 Lancastrian (flying,Avro 691 Lancastrian (flying boat)AP ACM,Karachi Pakistan,Onzeair,0,4,4
1948,Qtr 3,August,9,New,Douglas,Douglas C 47BZK,Port Underwood New,Airways National Zealand ZealandNew,0,2,2
1948,Qtr 3,August,20,Venezuela,Douglas,Douglas C 47AYV,La Guaira Venezuela,Avensa,0,3,3
1948,Qtr 3,August,29,Minnesota,Martin,Martin 202NC93044,Near Winona Minnesota,Airlines Orient Northwest,0,37,37
1948,Qtr 3,August,31,Belgium,Douglas,Douglas DC 3 (Douglas C,Near Elizabethville Belgium,CongoSabena,0,13,13
1948,Qtr 3,September,2,Australia,Douglas,Douglas DC 3VH,Near Quirindi Australia,Airways National Australian,0,13,13
1948,Qtr 3,September,30,Kazakhstan,Lisunov,Lisunov LI 2CCCP,Balkhash Kazakhstan,Aeroflot,0,15,15
1948,Qtr 4,October,2,Norway,Short Sandringham 6 (flying,Short Sandringham 6 (flying boat)LN IWA,Near Trondheim Norway,Airlines Norwegian,0,19,45
1948,Qtr 4,October,12,Azerbaijan,Ilyushin,Ilyushin Il12CCCP L1450,Near Yevlakh Azerbaijan,USSRAeroflot,0,10,10
1948,Qtr 4,October,21,Scotland,Lockheed,Lockheed 049 46,Prestwick Airport Scotland,Airlines Dutch Royal KLM,0,40,40
1948,Qtr 4,October,23,New,Lockheed 10A,Lockheed 10A ElectraZK AGK,Mt. Ruapehu New,Airways National Zealand ZealandNew,0,13,13
1948,Qtr 4,October,25,USSRAerflot,Lisunov,Lisunov LI 2CCCP,Georgian SSR USSRAerflot,N/A,0,18,18
1948,Qtr 4,October,27,Alberta,Douglas,Douglas C 54ANC88785,Near Edmonton Alberta,Canada Northwest Orient Airlines,0,2,5
1948,Qtr 4,November,3,England,Boeing,Boeing B 29A Superfortress44,Near Glossop England,Force Air U.S. - Military,0,13,13
1948,Qtr 4,November,4,Alaska,Douglas,Douglas DC 3N66637,Cape Spencer Alaska,Freight Air Alaska Pacific,0,17,17
1948,Qtr 4,November,8,Australia,Douglas,Douglas DC 3VH,Mt. Macedon Australia,Airways National Australian,0,3,23
1948,Qtr 4,November,11,England,De Havilland,de Havilland DH 89A Dragon RapideG,Liverpool England,Airways Mannin,0,7,8
1948,Qtr 4,November,22,Russia,Lisunov,Lisunov Li 2CCCP L,Near Ryzhovo Russia,Aeroflot,0,23,26
1948,Qtr 4,November,26,Pakistan,Douglas,Douglas DC 3AP,Vehari Pakistan,Airways Pakistan,0,21,21
1948,Qtr 4,December,5,China,Curtiss,Curtiss C 46XT,Kiangwan China,Transport Air Central,0,9,40
1948,Qtr 4,December,6,Italy,Douglas,Douglas C 47I,Milan Italy,Italiane Linee ItalianeAvio Linee Avio,0,7,7
1948,Qtr 4,December,12,Taiwan,Douglas,Douglas DC 3?,Taipei Taiwan,Corporation Aviation National China,0,2,10
1948,Qtr 4,December,15,Colombia,Douglas,Douglas C 47C,Near Bogata Colombia,LANSA,0,30,30
1948,Qtr 4,December,21,Greece,Douglas,Douglas DC 3OK,Near Pilos Greece,Aerolinie Ceskoslovenske,0,24,24
1948,Qtr 4,December,21,Hong,Douglas,Douglas C 54B,Basalt Island Hong,Corporation Aviation National KongChina,0,33,33
1948,Qtr 4,December,23,Spain,Douglas,Douglas DC 3 (C,Near Madrid Spain,Airlines Iberia,0,27,27
1948,Qtr 4,December,28,Puerto,Douglas,Douglas DC 3DSTN16002,Off San Juan Puerto,Transport RicoAirborne,0,32,32
1948,Qtr 4,December,31,Italy,Douglas,Douglas DC 3ZS,Mt. Argentari Italy,Charter Air African Pan,0,13,13
1949,Qtr 1,January,2,Washington,Douglas,Douglas DC 3 (C,Seattle Washington,Charter Air Seattle,0,14,30
1949,Qtr 1,January,5,Brazil,Avro 685 York,Avro 685 York 1G AHEX,Caravelas Bay Brazil,Airways American South British,0,3,17
1949,Qtr 1,January,6,Maryland,Douglas,Douglas C 47ANC53210,Brandywine Maryland,Cargo Coastal,0,2,2
1949,Qtr 1,January,11,Brazil,Lockheed 18,Lockheed 18 LodestarPP SAC,Near Pelotas Brazil,S.A. Gaucha Aerea Viacao,0,12,12
